id,type,amount,date,currency
637,Purchase,7670.81,2021-08-24,AUD
638,Payment,469.36,2023-01-27,AUD
639,Payment,5558.38,2021-08-31,AUD
640,Purchase,305.15,2021-03-10,EUR
641,Refund,2539.33,2021-12-23,USD
642,Purchase,6181.98,2024-04-27,GBP
643,Payment,2032.33,2021-03-23,AUD
644,Refund,852.54,2020-03-24,USD
645,Sale,2743.56,2019-11-25,JPY
646,Payment,3494.28,2024-05-09,EUR
647,Purchase,8728.14,2022-06-13,GBP
648,Sale,8006.46,2021-02-07,EUR
649,Sale,9889.79,2022-05-07,AUD
650,Payment,8946.22,2023-04-18,AUD
651,Purchase,3649.75,2023-09-13,EUR
652,Purchase,1098.28,2022-11-08,JPY
653,Payment,7729.42,2023-01-19,AUD
654,Refund,8161.63,2023-12-09,USD
655,Sale,4999.87,2023-09-06,JPY
656,Sale,9258.77,2019-10-27,JPY
657,Purchase,36.37,2022-12-18,USD
658,Refund,5544.26,2021-03-29,JPY
659,Sale,375.64,2021-03-28,EUR
660,Refund,704.57,2019-10-28,USD
661,Payment,9621.17,2021-08-29,USD
662,Purchase,7757.01,2023-12-28,USD
663,Sale,8211.59,2023-06-18,USD
664,Sale,9402.1,2023-09-16,EUR
665,Refund,4598.13,2022-10-10,GBP
666,Purchase,4741.16,2023-07-27,AUD
667,Refund,3276.47,2023-06-04,GBP
668,Payment,281.38,2022-10-04,AUD
669,Purchase,4355.92,2021-03-13,AUD
670,Payment,4166.19,2024-07-02,USD
671,Sale,1745.63,2020-05-11,AUD
672,Purchase,236.33,2019-11-14,USD
673,Payment,2439.02,2020-05-22,AUD
674,Payment,2192.21,2019-11-30,USD
675,Refund,7705.27,2022-03-31,GBP
676,Refund,1749.97,2022-04-27,JPY
677,Sale,6792.99,2020-09-11,EUR
678,Refund,710.71,2019-09-15,USD
679,Payment,9587.66,2021-04-23,AUD
680,Payment,2191.53,2021-10-02,JPY
681,Sale,5553.01,2021-11-14,USD
682,Purchase,9498.55,2023-08-29,EUR
683,Sale,2999.46,2021-10-19,JPY
684,Refund,3148.86,2021-02-10,EUR
685,Refund,8258.91,2020-12-28,USD
686,Purchase,3274.76,2021-02-19,GBP
687,Purchase,4311.75,2020-07-24,JPY
688,Sale,7984.9,2024-02-26,GBP
689,Purchase,8646.61,2022-02-14,AUD
690,Payment,6737.72,2019-10-18,AUD
691,Purchase,6364.05,2023-12-25,USD
692,Sale,2534.94,2020-07-07,GBP
693,Purchase,6703.68,2021-11-18,USD
694,Payment,3082.01,2022-09-11,GBP
695,Payment,5365.75,2021-03-14,USD
696,Sale,2828.41,2020-04-08,GBP
697,Refund,2720.66,2019-12-24,EUR
698,Payment,2157.01,2020-05-16,USD
699,Refund,2814.39,2022-10-14,AUD
700,Sale,3343.94,2020-12-28,GBP
701,Refund,6979.08,2023-07-06,EUR
702,Purchase,3787.9,2023-06-08,AUD
703,Refund,6849.55,2023-06-01,JPY
704,Payment,238.29,2021-06-02,GBP
705,Sale,7743.85,2021-12-06,JPY
706,Refund,822.9,2020-06-15,EUR
707,Sale,5467.19,2020-08-24,USD
708,Sale,7809.27,2021-01-18,EUR
709,Sale,7065.57,2021-01-01,JPY
710,Refund,4265.0,2023-10-22,GBP
711,Purchase,1705.55,2022-05-23,AUD
712,Payment,8260.37,2020-05-13,EUR
713,Purchase,5570.54,2024-02-18,EUR
714,Payment,8452.03,2022-08-31,EUR
715,Purchase,2814.73,2022-07-06,GBP
716,Sale,9258.93,2020-01-24,USD
717,Payment,4326.16,2024-02-13,USD
718,Purchase,2484.77,2020-03-17,AUD
719,Refund,4033.58,2023-01-16,JPY
720,Payment,3838.67,2020-05-15,JPY
721,Sale,7897.49,2020-03-15,GBP
722,Payment,9149.22,2021-01-11,USD
723,Payment,1916.35,2022-08-29,GBP
724,Purchase,5588.37,2021-11-06,GBP
725,Payment,9934.81,2020-08-21,EUR
726,Payment,9030.7,2021-10-16,GBP
727,Sale,6010.96,2020-01-05,USD
728,Payment,687.86,2021-02-09,JPY
729,Sale,7871.25,2021-07-23,GBP
730,Purchase,4143.66,2022-11-05,USD
731,Sale,4205.47,2021-11-08,EUR
732,Sale,5193.61,2023-10-12,JPY
733,Refund,4280.02,2023-12-16,EUR
734,Payment,823.09,2021-03-18,GBP
735,Sale,3452.56,2022-12-21,EUR
736,Purchase,7744.66,2021-11-09,JPY
737,Payment,1835.35,2020-06-26,AUD
738,Sale,9986.03,2022-02-26,USD
739,Payment,6993.25,2022-04-21,JPY
740,Refund,7377.85,2024-05-06,USD
741,Purchase,5670.27,2021-05-28,JPY
742,Purchase,3941.93,2024-07-07,AUD
743,Purchase,6582.41,2021-02-19,GBP
744,Purchase,5309.33,2020-08-16,USD
745,Payment,7902.62,2021-11-14,AUD
746,Payment,4718.69,2023-05-17,USD
747,Purchase,7584.18,2024-01-26,AUD
748,Refund,1227.37,2024-05-17,GBP
749,Purchase,1699.53,2023-02-08,EUR
750,Payment,3043.96,2023-08-05,EUR
751,Sale,957.91,2021-08-06,EUR
752,Purchase,6218.32,2021-12-25,AUD
753,Purchase,4973.19,2019-12-28,JPY
754,Payment,8530.96,2023-10-22,USD
755,Payment,8991.9,2020-05-04,GBP
756,Payment,6582.09,2021-11-21,USD
757,Purchase,8117.97,2024-07-04,JPY
758,Purchase,7361.04,2023-09-18,GBP
759,Sale,8507.6,2023-04-06,JPY
760,Refund,3303.66,2019-10-25,JPY
761,Payment,4677.79,2021-01-04,GBP
762,Payment,5703.14,2020-05-06,EUR
763,Payment,4541.46,2023-07-07,EUR
764,Purchase,4115.69,2021-04-18,USD
765,Sale,1529.67,2023-05-13,JPY
766,Sale,6786.43,2022-05-21,AUD
767,Purchase,7334.19,2023-10-29,USD
768,Purchase,2318.8,2020-04-18,AUD
769,Purchase,3781.51,2021-12-16,AUD
770,Refund,177.33,2021-03-20,JPY
771,Refund,4115.82,2022-12-18,USD
772,Refund,5019.25,2022-01-28,EUR
773,Refund,256.22,2023-03-28,GBP
774,Payment,1165.51,2019-09-20,EUR
775,Payment,6351.84,2022-02-15,GBP
776,Payment,1732.82,2022-03-20,EUR
777,Purchase,3353.02,2021-12-09,AUD
778,Payment,5400.55,2024-02-20,USD
779,Purchase,3034.1,2022-09-23,AUD
780,Sale,4879.49,2020-11-19,AUD
781,Refund,2005.12,2023-06-22,JPY
782,Purchase,6056.51,2021-12-24,EUR
783,Sale,6426.35,2021-08-18,USD
784,Refund,9771.81,2022-11-23,GBP
785,Purchase,6089.07,2024-03-16,USD
786,Payment,768.85,2024-05-28,AUD
787,Purchase,9248.5,2020-05-05,USD
788,Payment,9281.57,2022-05-13,GBP
789,Refund,4493.22,2022-06-27,AUD
790,Sale,5552.44,2024-05-05,EUR
791,Sale,3005.14,2024-01-03,JPY
792,Purchase,5034.38,2023-04-14,GBP
793,Purchase,8849.72,2024-04-16,USD
794,Purchase,5321.43,2023-03-18,GBP
795,Refund,4282.19,2023-06-21,JPY
796,Payment,3839.07,2022-05-18,GBP
797,Refund,9187.53,2023-11-18,AUD
798,Sale,8745.45,2019-11-13,AUD
799,Purchase,1051.07,2021-08-11,AUD
800,Sale,8797.0,2020-05-22,EUR
801,Refund,4945.75,2024-01-12,AUD
802,Sale,9416.55,2023-05-29,GBP
803,Purchase,3193.39,2019-08-20,USD
804,Payment,4326.78,2023-06-25,USD
805,Purchase,2188.61,2020-06-27,USD
806,Purchase,5603.1,2023-07-11,EUR
807,Sale,1249.38,2023-10-30,AUD
808,Sale,8245.65,2022-04-30,GBP
809,Purchase,6228.24,2021-03-17,USD
810,Purchase,7455.49,2023-08-11,USD
811,Purchase,8029.62,2019-08-10,EUR
812,Purchase,1300.2,2021-11-17,USD
813,Payment,8982.41,2022-10-04,USD
814,Refund,5182.04,2020-07-04,GBP
815,Refund,5188.73,2023-05-28,EUR
816,Purchase,6744.55,2020-12-26,USD
817,Sale,7815.84,2021-01-04,USD
818,Purchase,1048.8,2022-03-01,USD
819,Purchase,5487.5,2022-05-25,JPY
820,Refund,5838.78,2023-10-26,EUR
821,Sale,7196.44,2022-12-27,GBP
822,Refund,596.61,2023-03-07,USD
823,Payment,2991.16,2023-01-26,AUD
824,Purchase,5058.05,2020-06-30,AUD
825,Sale,7657.4,2019-10-14,AUD
826,Purchase,6231.09,2020-04-22,EUR
827,Purchase,8723.91,2021-12-31,AUD
828,Refund,8785.94,2021-10-11,USD
829,Refund,6972.28,2021-01-29,JPY
830,Payment,3063.38,2021-08-11,GBP
831,Sale,7345.4,2019-12-15,GBP
832,Payment,539.23,2021-12-07,EUR
833,Refund,216.89,2021-05-19,EUR
834,Refund,6224.64,2023-01-06,JPY
835,Payment,1037.1,2022-01-21,GBP
836,Sale,3360.85,2023-02-14,USD
837,Sale,3268.09,2022-01-07,EUR
838,Purchase,3958.54,2021-03-04,USD
839,Refund,5648.28,2021-01-23,GBP
840,Purchase,5148.96,2021-05-18,USD
841,Payment,4388.73,2021-03-18,USD
842,Payment,3333.56,2021-02-27,USD
843,Sale,4357.3,2021-03-08,JPY
844,Purchase,5656.84,2022-09-19,EUR
845,Payment,781.74,2023-03-23,AUD
846,Payment,9308.19,2020-11-22,EUR
847,Payment,6440.4,2022-11-15,USD
848,Refund,4355.69,2023-07-08,EUR
849,Purchase,1831.85,2021-08-06,JPY
850,Payment,3463.97,2022-10-28,GBP
851,Sale,64.89,2020-02-24,AUD
852,Sale,2502.24,2021-05-01,GBP
853,Refund,9730.97,2019-09-25,USD
854,Refund,478.73,2024-03-23,GBP
855,Refund,2606.57,2019-11-04,GBP
856,Sale,2887.16,2021-03-27,USD
857,Payment,258.76,2020-12-17,GBP
858,Sale,6159.17,2021-03-21,EUR
859,Sale,6352.74,2021-11-02,GBP
860,Purchase,6602.51,2023-05-01,EUR
861,Payment,2714.1,2020-05-16,JPY
862,Purchase,6880.49,2021-12-29,USD
863,Sale,7759.01,2020-04-17,GBP
864,Refund,8020.19,2022-12-22,USD
865,Purchase,6251.48,2024-04-30,GBP
866,Sale,9509.13,2023-03-22,AUD
867,Payment,5726.16,2024-06-08,GBP
868,Sale,8810.16,2021-03-02,JPY
869,Sale,5044.59,2020-12-10,USD
870,Payment,562.87,2022-11-14,GBP
871,Purchase,5911.27,2021-03-28,GBP
872,Sale,1358.07,2021-07-21,AUD
873,Purchase,7371.59,2023-02-22,USD
874,Purchase,8249.1,2022-08-13,USD
875,Payment,7399.95,2020-12-19,JPY
876,Refund,9538.12,2020-09-30,AUD
877,Payment,5211.56,2023-06-30,USD
878,Purchase,5825.27,2020-07-23,EUR
879,Purchase,5149.94,2023-03-20,EUR
880,Payment,6187.3,2023-07-04,GBP
881,Sale,8019.74,2024-02-22,JPY
882,Payment,6429.74,2020-03-24,USD
883,Purchase,8526.25,2023-02-14,AUD
884,Payment,6734.3,2022-07-08,AUD
885,Payment,3312.67,2020-01-12,EUR
886,Payment,9725.98,2021-05-29,USD
887,Refund,3733.38,2022-10-22,USD
888,Payment,8000.87,2021-04-04,GBP
889,Payment,816.58,2022-07-30,JPY
890,Sale,8595.95,2022-02-16,EUR
891,Refund,8715.82,2024-04-24,USD
892,Purchase,3208.62,2020-04-22,GBP
893,Sale,5916.29,2023-01-22,EUR
894,Purchase,4233.61,2020-07-03,USD
895,Sale,7839.15,2022-05-09,JPY
896,Payment,5150.5,2020-05-10,EUR
897,Refund,6183.55,2022-06-26,EUR
898,Payment,9461.84,2020-10-29,AUD
899,Purchase,880.28,2020-06-15,GBP
900,Refund,3554.74,2021-03-08,EUR
901,Refund,8638.25,2020-04-28,GBP
902,Purchase,6946.53,2021-08-29,GBP
903,Refund,8584.0,2023-03-24,JPY
904,Payment,4213.25,2024-04-14,USD
905,Refund,2107.49,2022-04-06,GBP
906,Refund,2984.34,2023-02-18,AUD
907,Payment,1861.87,2023-12-16,USD
908,Purchase,4006.1,2020-11-30,AUD
909,Sale,1035.41,2019-09-13,USD
910,Refund,6117.5,2023-10-26,EUR
911,Purchase,7475.01,2024-05-30,GBP
912,Refund,1297.35,2024-06-10,USD
913,Refund,5062.61,2023-01-13,EUR
914,Payment,6188.55,2023-12-26,USD
915,Sale,2346.99,2023-01-16,GBP
916,Sale,964.02,2021-11-15,GBP
917,Refund,5876.5,2023-11-01,JPY
918,Sale,1939.1,2024-01-04,EUR
919,Purchase,2934.97,2021-04-05,JPY
920,Purchase,5175.54,2024-04-19,AUD
921,Sale,5161.79,2020-08-26,USD
922,Sale,4717.24,2020-01-07,GBP
923,Sale,2070.9,2021-08-21,JPY
924,Sale,8864.14,2024-04-18,GBP
925,Refund,7001.94,2023-10-18,GBP
926,Payment,2254.59,2023-01-21,EUR
927,Purchase,3304.46,2020-05-27,JPY
928,Sale,4063.65,2023-01-11,EUR
929,Purchase,4970.91,2021-08-16,AUD
930,Payment,4693.86,2020-11-21,EUR
931,Purchase,9318.48,2021-07-21,USD
932,Payment,3328.14,2022-04-16,GBP
933,Refund,1470.06,2019-10-26,USD
934,Refund,8287.7,2020-09-19,EUR
935,Refund,3259.48,2021-08-28,EUR
936,Payment,7293.51,2021-09-16,USD
937,Sale,4371.87,2019-12-17,AUD
938,Sale,786.68,2024-06-18,USD
939,Payment,8689.15,2021-12-26,GBP
940,Payment,3798.07,2019-09-27,GBP
941,Payment,9559.46,2020-07-04,EUR
942,Refund,9152.27,2024-07-12,EUR
943,Refund,7819.82,2022-11-18,GBP
944,Refund,1867.71,2024-03-12,EUR
945,Refund,341.98,2024-06-30,AUD
946,Refund,8480.6,2020-10-15,USD
947,Refund,3136.23,2024-06-12,USD
948,Purchase,7245.42,2023-11-29,JPY
949,Refund,4199.79,2023-05-12,EUR
950,Refund,8066.75,2022-11-02,GBP
951,Refund,6832.82,2023-08-15,EUR
952,Payment,8668.56,2020-05-15,JPY
953,Purchase,2143.24,2023-12-15,USD
954,Refund,1230.74,2021-10-17,GBP
955,Payment,5754.0,2020-08-05,GBP
956,Refund,2791.61,2022-05-10,JPY
957,Purchase,9049.21,2021-05-18,JPY
958,Payment,6448.63,2023-01-16,USD
959,Payment,8738.55,2023-06-13,JPY
960,Payment,4061.06,2022-04-06,GBP
961,Sale,8606.12,2023-12-14,USD
962,Sale,3479.06,2020-03-14,JPY
963,Sale,1828.8,2020-02-27,EUR
964,Sale,3311.05,2021-07-23,JPY
965,Sale,1107.02,2022-12-02,JPY
966,Sale,4986.44,2023-04-09,AUD
967,Purchase,3480.96,2024-02-25,GBP
968,Refund,3199.3,2020-08-23,JPY
969,Refund,3603.91,2023-11-30,USD
970,Purchase,839.9,2022-11-05,EUR
971,Refund,961.42,2019-07-31,GBP
972,Sale,9513.09,2021-04-17,USD
973,Refund,6719.45,2023-07-09,JPY
974,Sale,4904.91,2024-03-10,USD
975,Purchase,9674.96,2019-11-17,JPY
976,Refund,6203.9,2022-06-02,EUR
977,Sale,3913.87,2023-02-16,EUR
978,Payment,8721.94,2022-12-26,GBP
979,Sale,3163.98,2024-05-02,USD
980,Sale,6857.26,2021-05-10,AUD
981,Sale,3083.86,2019-09-11,AUD
982,Purchase,1017.81,2024-02-22,USD
983,Payment,8820.73,2024-04-12,EUR
984,Refund,1656.33,2020-07-19,EUR
985,Sale,442.7,2022-12-28,JPY
986,Payment,5841.69,2020-06-19,AUD
987,Sale,1881.66,2020-03-01,EUR
988,Sale,8172.42,2023-10-11,GBP
989,Refund,6898.18,2023-03-01,AUD
990,Purchase,4196.8,2021-10-17,GBP
991,Refund,7423.45,2022-02-01,JPY
992,Sale,5354.59,2023-06-15,AUD
993,Sale,2513.94,2021-02-05,USD
994,Sale,1080.44,2023-01-12,GBP
995,Sale,6746.3,2024-07-04,GBP
996,Sale,4046.07,2020-06-17,JPY
997,Payment,9441.61,2022-11-26,EUR
998,Purchase,6804.97,2020-10-01,EUR
999,Sale,5583.81,2023-02-24,AUD
1000,Purchase,8461.25,2023-12-13,GBP
1001,Payment,8093.54,2023-05-28,USD
1002,Purchase,8702.71,2023-07-29,EUR
1003,Purchase,9017.02,2022-12-06,AUD
1004,Refund,8187.09,2022-10-02,EUR
1005,Purchase,548.55,2021-04-13,EUR
1006,Purchase,5775.35,2019-09-30,EUR
1007,Purchase,897.12,2023-02-06,GBP
1008,Purchase,8634.96,2021-06-06,AUD
1009,Sale,7102.08,2023-05-05,AUD
1010,Refund,3237.72,2022-10-29,AUD
1011,Payment,6167.26,2024-05-22,GBP
1012,Sale,1000.61,2020-01-02,AUD
1013,Sale,8619.42,2019-09-09,JPY
1014,Sale,4626.37,2020-02-28,JPY
1015,Payment,7143.5,2024-01-04,USD
1016,Purchase,674.2,2023-05-06,JPY
1017,Payment,7485.32,2020-10-09,EUR
1018,Refund,6596.58,2024-03-22,AUD
1019,Sale,2753.16,2019-09-13,EUR
1020,Purchase,5883.6,2021-05-05,EUR
1021,Refund,3530.16,2022-03-27,AUD
1022,Purchase,2264.47,2022-07-12,GBP
1023,Refund,5072.98,2022-01-14,AUD
1024,Purchase,7157.71,2021-04-03,USD
1025,Sale,6467.12,2024-03-08,JPY
1026,Payment,5357.26,2022-03-29,AUD
1027,Purchase,8114.01,2021-12-18,USD
1028,Sale,3370.64,2023-04-21,USD
1029,Payment,392.87,2020-07-24,EUR
1030,Payment,6631.6,2024-01-21,GBP
1031,Purchase,4316.62,2019-08-11,USD
1032,Purchase,9821.37,2019-10-19,USD
1033,Purchase,8367.14,2023-02-25,AUD
1034,Refund,5130.54,2022-04-04,AUD
1035,Purchase,157.9,2022-10-27,AUD
1036,Payment,2083.87,2021-09-08,GBP
1037,Refund,9557.75,2021-01-20,AUD
1038,Refund,7777.49,2021-04-07,GBP
1039,Sale,3120.31,2021-09-01,JPY
1040,Refund,4846.75,2022-06-26,EUR
1041,Payment,4449.28,2022-04-01,JPY
1042,Payment,2341.41,2019-09-07,EUR
1043,Payment,7669.42,2023-10-03,AUD
1044,Payment,9153.0,2019-12-25,USD
1045,Payment,5590.08,2020-03-19,GBP
1046,Purchase,1275.03,2022-09-08,GBP
1047,Refund,6129.21,2022-06-13,JPY
1048,Payment,258.36,2024-04-03,AUD
1049,Sale,720.49,2023-11-25,GBP
1050,Refund,2867.88,2022-04-01,AUD
1051,Purchase,9471.3,2020-04-16,GBP
1052,Sale,4085.17,2023-11-21,USD
1053,Refund,4243.69,2021-11-14,EUR
1054,Purchase,8443.52,2022-03-11,EUR
1055,Purchase,9849.01,2021-06-29,JPY
1056,Refund,8344.89,2021-05-21,GBP
1057,Refund,7357.1,2019-12-03,JPY
1058,Purchase,9748.7,2022-08-19,AUD
1059,Refund,2333.44,2019-09-24,GBP
1060,Purchase,2146.47,2020-08-30,EUR
1061,Payment,1126.86,2023-12-08,EUR
1062,Payment,3322.67,2023-06-29,JPY
1063,Refund,3328.08,2020-05-02,JPY
1064,Sale,2212.0,2019-09-10,USD
1065,Purchase,152.77,2023-09-11,AUD
1066,Sale,2681.17,2020-02-22,JPY
1067,Refund,186.34,2020-09-08,AUD
1068,Purchase,1303.24,2023-09-27,USD
1069,Refund,2693.8,2022-04-08,EUR
1070,Sale,9068.87,2022-08-01,JPY
1071,Sale,7127.9,2022-09-16,JPY
1072,Refund,1699.93,2020-11-06,GBP
1073,Payment,5409.96,2024-03-18,USD
1074,Purchase,3945.21,2020-03-03,JPY
1075,Sale,6473.39,2023-12-08,EUR
1076,Sale,3626.42,2023-04-13,AUD
1077,Payment,4828.06,2019-10-07,EUR
1078,Sale,4130.52,2022-12-06,GBP
1079,Refund,5630.69,2021-10-29,AUD
1080,Payment,11.01,2023-07-18,JPY
1081,Payment,7358.82,2023-10-28,USD
1082,Payment,1587.22,2020-09-03,AUD
1083,Payment,2797.55,2021-03-01,USD
1084,Sale,1136.86,2020-07-20,AUD
1085,Payment,6304.33,2021-04-10,USD
1086,Payment,468.35,2023-07-19,EUR
1087,Sale,4117.19,2022-10-30,AUD
1088,Payment,9008.77,2019-09-24,GBP
1089,Sale,2725.87,2020-03-20,JPY
1090,Refund,6211.07,2023-12-25,USD
1091,Payment,8131.66,2023-09-30,JPY
1092,Refund,9700.46,2022-08-03,GBP
1093,Payment,4156.92,2024-03-31,JPY
1094,Payment,9674.15,2020-03-14,AUD
1095,Purchase,429.33,2021-07-16,JPY
1096,Sale,9960.04,2022-02-19,USD
1097,Refund,9736.99,2019-10-15,JPY
1098,Purchase,8413.61,2022-07-28,USD
1099,Refund,5922.6,2021-09-08,EUR
1100,Refund,5159.68,2023-12-10,EUR
1101,Refund,5705.11,2024-02-25,USD
1102,Purchase,8561.06,2022-12-17,USD
1103,Payment,1260.72,2024-01-07,EUR
1104,Payment,4491.86,2020-11-03,GBP
1105,Purchase,4435.42,2023-09-01,JPY
1106,Payment,739.31,2021-05-15,EUR
1107,Payment,8610.52,2022-06-15,USD
1108,Refund,4984.61,2024-04-26,EUR
1109,Sale,6644.04,2024-01-23,EUR
1110,Sale,9012.86,2022-09-26,GBP
1111,Sale,2468.51,2023-11-25,EUR
1112,Sale,4389.83,2020-05-29,JPY
1113,Purchase,6718.3,2023-04-13,AUD
1114,Purchase,2424.06,2023-10-30,USD
1115,Purchase,728.28,2024-03-15,JPY
1116,Purchase,2268.99,2021-07-27,EUR
1117,Payment,9037.28,2023-03-31,EUR
1118,Sale,6968.63,2020-07-07,EUR
1119,Payment,8590.17,2020-04-18,JPY
1120,Sale,1479.75,2021-07-16,GBP
1121,Payment,1070.63,2022-09-24,GBP
1122,Refund,7522.62,2021-03-25,GBP
1123,Payment,7932.79,2019-11-30,JPY
1124,Sale,231.9,2023-05-13,JPY
1125,Payment,9334.04,2020-11-06,EUR
1126,Sale,6859.47,2022-05-30,GBP
1127,Purchase,6533.45,2022-12-18,GBP
1128,Sale,2237.75,2020-05-12,USD
1129,Purchase,8432.58,2022-05-21,EUR
1130,Purchase,6285.48,2020-12-05,EUR
1131,Purchase,5461.58,2021-01-02,EUR
1132,Purchase,3787.61,2024-05-07,USD
1133,Purchase,1988.09,2020-01-23,EUR
1134,Sale,2353.96,2019-10-05,USD
1135,Sale,7067.61,2022-03-21,EUR
1136,Refund,9319.64,2021-10-20,AUD
1137,Sale,9580.25,2020-11-07,GBP
1138,Refund,3397.82,2020-03-12,AUD
1139,Sale,9056.14,2021-09-03,USD
1140,Sale,1226.38,2022-06-12,JPY
1141,Payment,5386.75,2023-09-27,JPY
1142,Sale,9142.28,2022-05-15,GBP
1143,Purchase,4409.75,2020-08-08,AUD
1144,Refund,2326.13,2020-02-20,GBP
1145,Purchase,7359.34,2020-08-20,USD
1146,Refund,189.4,2022-01-15,EUR
1147,Purchase,1517.54,2020-06-02,JPY
1148,Sale,3792.31,2024-05-03,AUD
1149,Payment,3224.05,2019-11-23,EUR
1150,Sale,664.41,2020-02-29,AUD
1151,Payment,4293.29,2022-08-30,USD
1152,Payment,4756.27,2022-04-21,AUD
1153,Payment,1277.36,2022-01-07,USD
1154,Purchase,5287.57,2023-01-30,EUR
1155,Purchase,6900.73,2021-02-25,EUR
1156,Purchase,3516.93,2019-11-25,GBP
1157,Refund,6824.68,2023-11-12,USD
1158,Sale,2418.54,2020-05-10,EUR
1159,Payment,4408.44,2021-02-20,GBP
1160,Sale,6056.44,2021-11-03,USD
1161,Sale,2277.38,2022-08-23,EUR
1162,Purchase,4426.24,2021-09-19,EUR
1163,Purchase,5261.53,2023-07-16,JPY
1164,Sale,5685.1,2020-08-03,JPY
1165,Purchase,7078.57,2023-10-28,JPY
1166,Payment,2778.11,2023-09-22,EUR
1167,Refund,7336.46,2019-09-27,EUR
1168,Payment,4409.02,2020-08-10,EUR
1169,Payment,1830.58,2022-05-15,GBP
1170,Payment,4825.93,2022-05-30,USD
1171,Payment,6130.63,2023-03-17,JPY
1172,Purchase,5866.04,2021-12-01,GBP
1173,Payment,1261.27,2023-07-25,AUD
1174,Payment,9105.75,2022-01-13,AUD
1175,Purchase,4349.89,2020-07-20,GBP
1176,Purchase,3341.99,2021-12-04,GBP
1177,Sale,6125.72,2020-07-19,GBP
1178,Payment,1195.08,2022-04-18,AUD
1179,Purchase,38.07,2021-03-09,GBP
1180,Purchase,9747.04,2021-02-06,AUD
1181,Purchase,1460.95,2022-01-31,JPY
1182,Sale,121.27,2023-03-28,USD
1183,Sale,1223.38,2023-10-10,USD
1184,Purchase,2724.69,2024-02-01,JPY
1185,Refund,2306.8,2020-02-04,USD
1186,Purchase,6261.03,2022-12-24,AUD
1187,Sale,5436.83,2020-04-25,EUR
1188,Payment,6431.15,2020-10-06,GBP
1189,Purchase,2818.57,2023-06-22,JPY
1190,Refund,6907.5,2021-07-21,GBP
1191,Sale,8750.21,2022-04-01,EUR
1192,Payment,312.34,2021-03-15,USD
1193,Refund,9375.92,2022-07-15,EUR
1194,Sale,5081.53,2024-01-20,AUD
1195,Sale,5055.72,2021-12-03,GBP
1196,Sale,3963.01,2022-08-31,EUR
1197,Sale,523.98,2021-11-02,EUR
1198,Purchase,100.18,2022-09-07,USD
1199,Purchase,5348.09,2021-06-25,JPY
1200,Purchase,8256.11,2024-04-14,AUD
1201,Purchase,8280.44,2020-01-23,GBP
1202,Refund,7758.51,2023-09-26,AUD
1203,Refund,5036.71,2019-10-24,JPY
1204,Refund,4287.19,2022-10-18,USD
1205,Sale,811.56,2023-06-25,JPY
1206,Sale,4092.4,2021-01-09,EUR
1207,Purchase,9805.72,2021-04-24,USD
1208,Sale,8699.03,2022-11-24,GBP
1209,Sale,9732.25,2023-07-11,JPY
1210,Sale,4194.8,2021-10-25,EUR
1211,Payment,4986.27,2021-03-08,EUR
1212,Sale,8033.2,2023-02-18,USD
1213,Refund,5494.13,2023-05-16,USD
1214,Purchase,9382.51,2019-12-06,EUR
1215,Refund,2902.19,2020-05-10,JPY
1216,Purchase,9154.72,2024-02-24,JPY
1217,Payment,7804.5,2023-11-21,GBP
1218,Purchase,7919.61,2021-10-01,GBP
1219,Refund,5555.18,2022-07-04,AUD
1220,Payment,2650.72,2019-09-16,USD
1221,Sale,8308.95,2023-07-16,JPY
1222,Refund,1828.17,2022-11-02,AUD
1223,Purchase,2624.94,2022-04-23,USD
1224,Refund,2621.78,2020-06-08,GBP
1225,Sale,4974.8,2022-10-29,USD
1226,Sale,40.86,2023-10-28,GBP
1227,Purchase,7721.64,2023-06-09,JPY
1228,Purchase,8934.17,2019-10-11,EUR
1229,Purchase,824.18,2020-07-18,GBP
1230,Refund,3589.06,2021-09-23,AUD
1231,Sale,9096.95,2022-03-07,GBP
1232,Sale,6759.12,2021-12-29,JPY
1233,Sale,8435.11,2020-05-06,JPY
1234,Refund,8601.24,2023-09-22,USD
1235,Payment,5416.61,2023-03-23,USD
1236,Payment,7431.57,2020-05-01,USD
1237,Refund,456.85,2019-08-22,EUR
1238,Refund,1765.29,2024-07-25,EUR
1239,Purchase,166.13,2021-05-16,EUR
1240,Sale,1260.02,2020-02-14,AUD
1241,Payment,8538.18,2022-12-20,JPY
1242,Payment,3992.92,2020-08-18,AUD
1243,Purchase,1103.16,2022-06-22,USD
1244,Payment,3700.74,2023-06-03,JPY
1245,Sale,8988.27,2022-08-01,EUR
1246,Sale,4326.89,2023-03-09,USD
1247,Sale,649.69,2021-01-08,JPY
1248,Payment,1567.58,2024-06-20,JPY
1249,Purchase,7122.57,2024-01-03,AUD
1250,Purchase,8991.31,2022-10-19,JPY
1251,Payment,5820.7,2019-11-13,EUR
1252,Refund,9373.52,2024-07-08,USD
1253,Purchase,1253.81,2023-06-24,USD
1254,Payment,8329.59,2023-10-26,USD
1255,Refund,4244.8,2020-09-19,AUD
1256,Purchase,8984.8,2020-12-16,JPY
1257,Sale,8665.55,2019-09-26,USD
1258,Sale,3221.6,2021-04-22,EUR
1259,Purchase,7689.13,2021-08-13,GBP
1260,Payment,1760.95,2020-08-27,GBP
1261,Purchase,7738.31,2023-07-21,GBP
