id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
66,Morgan and Sons,"595 Cole Road
Lake Karentown, NE 36699",S.p.A.,796-68-6549,"[{""year"": 2022, ""revenue"": 756346.18, ""profit"": 82836.24}, {""year"": 2020, ""revenue"": 208742.84, ""profit"": 390391.54}, {""year"": 2015, ""revenue"": 262719.61, ""profit"": 209038.07}, {""year"": 2022, ""revenue"": 733555.71, ""profit"": 367279.68}]",[77],"[15, 51, 45]",[27],"[8158, 9377, 4140, 14179]",[4060]
67,Jensen and Sons,"51377 Tammy Greens Apt. 805
Chungtown, AS 83629",S.r.l. a socio unico,075-46-0342,"[{""year"": 2021, ""revenue"": 353415.48, ""profit"": 345070.56}]","[74, 33]","[10, 8, 30]","[664, 616]","[1145, 1323]","[2348, 2126, 4324]"
68,Simmons-Wagner,"53928 Sandra Unions Suite 952
Elizabethville, TN 15536",Cooperative,891-89-8275,"[{""year"": 2019, ""revenue"": 574520.07, ""profit"": 107732.42}, {""year"": 2018, ""revenue"": 671689.95, ""profit"": 266304.71}, {""year"": 2015, ""revenue"": 897892.37, ""profit"": 471128.73}, {""year"": 2016, ""revenue"": 145022.72, ""profit"": 68010.29}, {""year"": 2018, ""revenue"": 647878.45, ""profit"": 485834.55}]","[1, 39]","[93, 13, 61, 10, 64, 7]","[615, 334, 501]","[885, 9997, 16243]","[2526, 3006]"
69,Foley-Gray,"9594 Jeremy Fall Apt. 663
Baileyfurt, NJ 29360",S.a.S.,804-54-6507,"[{""year"": 2015, ""revenue"": 874134.3, ""profit"": 346035.58}]","[13, 2]",[74],"[288, 193]","[19148, 19098]","[3696, 4956, 791]"
70,Weber-Howell,"6471 Sherry Knoll Suite 876
Kingstad, MO 86372",Cooperative,622-99-2758,"[{""year"": 2022, ""revenue"": 469785.21, ""profit"": 237696.92}, {""year"": 2020, ""revenue"": 481553.01, ""profit"": 101829.37}]","[82, 63, 2]","[21, 19, 46, 53, 47, 20]","[408, 529]",[7592],[2126]
71,Bell-Haas,"443 Avila Manor Suite 276
New Stephanie, MH 21370",Onlus,520-44-6500,"[{""year"": 2015, ""revenue"": 215901.66, ""profit"": 266922.5}, {""year"": 2018, ""revenue"": 28887.24, ""profit"": 240140.97}, {""year"": 2016, ""revenue"": 326018.29, ""profit"": 89624.59}, {""year"": 2022, ""revenue"": 651006.11, ""profit"": 399767.04}]",[51],"[41, 39, 88, 86, 11, 54, 40]","[124, 59]","[15366, 15515, 16398, 19519]","[1512, 1706]"
72,Lee and Sons,"56363 Leach Flat
Williamport, NE 10694",S.a.S.,338-15-6804,"[{""year"": 2023, ""revenue"": 507389.83, ""profit"": 97388.47}, {""year"": 2015, ""revenue"": 728650.55, ""profit"": 231901.89}]",[67],"[8, 59, 76, 4]",[360],[17762],"[4143, 806]"
73,Shepard-Maldonado,"96764 Lisa Stravenue Suite 365
Jenniferton, SD 65771",S.a.S.,230-43-0343,"[{""year"": 2017, ""revenue"": 95628.72, ""profit"": 380820.62}, {""year"": 2018, ""revenue"": 203851.27, ""profit"": 341891.86}, {""year"": 2018, ""revenue"": 963402.55, ""profit"": 220385.05}, {""year"": 2018, ""revenue"": 314618.05, ""profit"": 493452.38}, {""year"": 2017, ""revenue"": 844032.44, ""profit"": 154815.67}]",[95],[8],"[530, 858, 122]",[16649],[3072]
74,Reynolds and Sons,"3392 Soto Isle
Fitzpatrickton, NY 04382",S.r.l.,133-72-5551,"[{""year"": 2019, ""revenue"": 500697.71, ""profit"": 280788.47}]","[58, 96, 86]","[99, 88, 44, 56, 67]","[36, 223, 174]","[16133, 16175, 4285, 19905, 18322]","[4827, 4232, 1876]"
75,"Huang, Moore and Bender","2126 Lori Mission
Mendezfurt, AZ 22182",S.r.l.,153-29-5661,"[{""year"": 2019, ""revenue"": 765020.96, ""profit"": 255191.49}]","[90, 74]","[30, 85, 78, 39, 47, 64, 8, 37]","[926, 556, 578]","[9838, 19331, 10374, 7129]","[441, 781, 1997]"
76,"Bauer, Price and Jackson","4402 Johnny Ferry Suite 378
South Julieburgh, OK 37599",S.a.S.,079-41-5681,"[{""year"": 2018, ""revenue"": 148047.78, ""profit"": 128295.05}, {""year"": 2015, ""revenue"": 815044.72, ""profit"": 89270.04}]",[43],"[14, 11, 30, 59, 3, 93, 86, 74, 92, 28]",[714],"[794, 206, 6977, 8599, 6896]","[4877, 4469, 2107]"
77,"Harris, Flores and Moreno","USNS Jones
FPO AE 43095",S.r.l.,490-93-5711,"[{""year"": 2020, ""revenue"": 749878.35, ""profit"": 196538.53}]",[96],"[31, 75, 1, 35, 100]",[905],"[2619, 3964]","[2624, 413, 2722]"
78,Kirk-Richmond,"936 Reed Port
Petersenshire, MO 63862",Onlus,030-40-4825,"[{""year"": 2015, ""revenue"": 408184.87, ""profit"": 55326.9}, {""year"": 2016, ""revenue"": 47434.43, ""profit"": 187609.12}, {""year"": 2016, ""revenue"": 797143.93, ""profit"": 195137.78}, {""year"": 2018, ""revenue"": 943270.05, ""profit"": 109515.98}]","[54, 79]","[60, 10, 62, 26, 97, 49, 56, 21, 73, 83]","[324, 396]","[574, 11978]",[2746]
79,Bush LLC,"644 Allen Path Suite 762
Fritzmouth, PA 48148",S.p.A.,011-01-8166,"[{""year"": 2019, ""revenue"": 959792.88, ""profit"": 369203.85}, {""year"": 2021, ""revenue"": 453010.91, ""profit"": 320642.13}, {""year"": 2015, ""revenue"": 853175.45, ""profit"": 226862.19}, {""year"": 2015, ""revenue"": 414412.29, ""profit"": 315583.95}, {""year"": 2017, ""revenue"": 951161.87, ""profit"": 380658.04}]",[25],"[100, 96, 76, 92, 52, 88, 43]","[530, 258]","[17998, 10411, 1705, 8630, 2698]",[3414]
80,"Gonzalez, Pratt and Diaz","70893 Thomas Parkways
Tranfort, PW 37702",Onlus,817-45-0853,"[{""year"": 2021, ""revenue"": 188810.23, ""profit"": 196110.73}, {""year"": 2018, ""revenue"": 58288.49, ""profit"": 164550.61}, {""year"": 2015, ""revenue"": 553844.11, ""profit"": 145551.28}]",[80],"[67, 21, 94, 4, 100, 84, 6, 2, 97, 85]","[877, 472]","[15450, 19521, 3909]","[1752, 4729]"
81,Harrison-Griffith,"PSC 1812, Box 9341
APO AA 11109",S.p.A.,449-38-2155,"[{""year"": 2015, ""revenue"": 379841.49, ""profit"": 177929.05}, {""year"": 2021, ""revenue"": 568972.3, ""profit"": 440243.24}, {""year"": 2017, ""revenue"": 393668.25, ""profit"": 373278.07}]","[64, 71, 46]","[76, 41, 81, 57, 38, 46, 67, 1, 9]","[493, 840]","[4572, 16352, 14895, 13542]","[2553, 2965, 2031]"
82,Torres-Williams,"1644 Regina Summit
Scotttown, VT 95062",Onlus,143-39-0261,"[{""year"": 2016, ""revenue"": 798069.7, ""profit"": 370754.51}, {""year"": 2015, ""revenue"": 18945.38, ""profit"": 249215.75}, {""year"": 2023, ""revenue"": 514931.05, ""profit"": 276943.54}]","[63, 82, 11]",[8],[209],[19009],[3584]
83,"Castillo, Knight and Owens","7930 Cummings Vista
West Timothy, NJ 49532",S.p.A.,350-24-6763,"[{""year"": 2023, ""revenue"": 842743.15, ""profit"": 173554.1}, {""year"": 2016, ""revenue"": 90952.13, ""profit"": 40105.13}, {""year"": 2022, ""revenue"": 699366.8, ""profit"": 237734.07}]","[29, 88, 11]","[86, 61, 46, 99, 20, 40, 10]","[597, 279]","[1247, 8150, 3165, 10337, 8777]","[1262, 2682, 507]"
84,"Nunez, Watson and Pena","75103 Hernandez Inlet
East Anthonyland, WI 02757",S.r.l. a socio unico,626-48-0344,"[{""year"": 2019, ""revenue"": 797551.98, ""profit"": 346317.46}, {""year"": 2020, ""revenue"": 242811.07, ""profit"": 30931.68}, {""year"": 2016, ""revenue"": 382358.92, ""profit"": 319769.56}, {""year"": 2022, ""revenue"": 320220.82, ""profit"": 111551.33}, {""year"": 2015, ""revenue"": 456660.55, ""profit"": 147319.9}]","[43, 18]","[46, 16]","[299, 637]","[10988, 15271, 10277, 15173, 9636]",[690]
85,Hawkins Group,"7055 Tara Path Suite 684
Scottmouth, NE 80970",S.a.S.,819-06-2360,"[{""year"": 2023, ""revenue"": 934283.44, ""profit"": 319252.48}, {""year"": 2020, ""revenue"": 760443.62, ""profit"": 179650.22}, {""year"": 2015, ""revenue"": 243157.16, ""profit"": 408298.34}, {""year"": 2018, ""revenue"": 717439.6, ""profit"": 424882.35}, {""year"": 2020, ""revenue"": 991828.36, ""profit"": 121818.01}]","[78, 81, 82]","[31, 39, 61, 46, 64, 91, 66, 10, 84, 71]",[630],"[13670, 17483, 12885, 1171, 11895]",[3691]
86,Heath-May,"6518 Evans Key
Justinburgh, AZ 88292",S.r.l.,851-38-0298,"[{""year"": 2020, ""revenue"": 256858.86, ""profit"": 164176.38}, {""year"": 2015, ""revenue"": 220936.6, ""profit"": 13079.69}, {""year"": 2018, ""revenue"": 297880.1, ""profit"": 267121.87}, {""year"": 2016, ""revenue"": 81012.53, ""profit"": 124742.57}]",[20],"[31, 69, 36, 99, 26, 57, 42, 40, 7, 2]",[711],"[7665, 7830, 17065, 4867]",[1950]
87,"Hahn, Barrett and Duran","4520 Juarez Forks Apt. 703
Gabriellestad, SC 58832",S.r.l.,863-93-2727,"[{""year"": 2017, ""revenue"": 598488.3, ""profit"": 324641.11}, {""year"": 2020, ""revenue"": 711889.35, ""profit"": 458031.11}, {""year"": 2023, ""revenue"": 268661.32, ""profit"": 102742.47}]","[92, 97]","[96, 94, 76, 29, 37, 72, 87, 52, 8]",[869],"[1768, 16016, 11642]","[2630, 1062, 167]"
88,Hoffman-Waters,"436 Wanda Fall Apt. 891
Greenborough, WA 73251",S.r.l. a socio unico,768-94-3259,"[{""year"": 2021, ""revenue"": 19077.26, ""profit"": 34843.66}, {""year"": 2016, ""revenue"": 871016.67, ""profit"": 441531.97}, {""year"": 2015, ""revenue"": 263657.9, ""profit"": 182597.74}, {""year"": 2020, ""revenue"": 747495.62, ""profit"": 403763.64}]",[60],"[53, 79, 81, 58, 22, 11, 10, 82, 28, 34]","[250, 357]","[10867, 16428, 9360, 9155]",[4059]
89,Doyle-Greene,"USNS Riddle
FPO AA 90836",S.r.l. a socio unico,114-64-8075,"[{""year"": 2023, ""revenue"": 199396.63, ""profit"": 59202.56}, {""year"": 2016, ""revenue"": 335782.03, ""profit"": 237596.76}, {""year"": 2015, ""revenue"": 993622.35, ""profit"": 285113.5}, {""year"": 2021, ""revenue"": 446609.83, ""profit"": 149445.01}]",[52],"[47, 68, 56, 4, 67, 33, 11, 98]","[310, 977]",[17398],[2095]
90,Kline LLC,"PSC 6636, Box 8205
APO AA 31463",S.r.l.,496-75-7392,"[{""year"": 2017, ""revenue"": 193231.78, ""profit"": 416009.24}, {""year"": 2021, ""revenue"": 804747.55, ""profit"": 255235.57}]","[23, 70, 94]","[97, 49, 43, 39, 47, 20, 77]","[317, 699, 565]","[4216, 2205]",[1362]
91,Clark PLC,"695 Paul Mills
Hernandezfurt, VA 73854",S.a.S.,386-12-4258,"[{""year"": 2020, ""revenue"": 417279.69, ""profit"": 34917.79}, {""year"": 2017, ""revenue"": 853467.51, ""profit"": 280935.82}, {""year"": 2023, ""revenue"": 159109.47, ""profit"": 225220.45}, {""year"": 2018, ""revenue"": 876991.64, ""profit"": 75713.64}, {""year"": 2023, ""revenue"": 600338.31, ""profit"": 95905.95}]","[98, 49, 58]","[10, 19, 73, 7, 70, 34, 38]","[575, 89]","[657, 16699]","[1324, 133, 3513]"
92,"Sharp, Clements and Washington","071 Silva Trail
Port Michelle, KS 27410",S.n.C.,425-99-4432,"[{""year"": 2021, ""revenue"": 57642.2, ""profit"": 458872.1}]","[56, 97]","[32, 78]","[715, 196]",[19121],"[78, 2817, 2935]"
93,"Rogers, Hansen and Ward","1052 Gordon Locks
Shirleyshire, PR 36330",S.r.l. a socio unico,679-24-5132,"[{""year"": 2015, ""revenue"": 896793.31, ""profit"": 110847.31}]","[69, 67]","[58, 47, 93, 4, 44, 84, 81]","[632, 394, 415]",[1096],[766]
94,Webster-Morris,"228 Le Club
Charleschester, PA 57173",S.p.A.,874-13-9090,"[{""year"": 2019, ""revenue"": 913163.99, ""profit"": 56561.61}, {""year"": 2016, ""revenue"": 704210.55, ""profit"": 177590.22}, {""year"": 2017, ""revenue"": 573695.81, ""profit"": 490315.62}]",[10],"[19, 12, 42]",[311],"[16784, 17997, 2213]","[2754, 3516, 55]"
95,Smith-Herrera,"7416 Clay Highway
Lake Nicolefort, SC 39367",S.r.l. a socio unico,332-33-3388,"[{""year"": 2023, ""revenue"": 386929.5, ""profit"": 134659.9}, {""year"": 2018, ""revenue"": 561662.85, ""profit"": 139091.46}, {""year"": 2018, ""revenue"": 476333.33, ""profit"": 241156.5}, {""year"": 2016, ""revenue"": 63545.98, ""profit"": 91761.71}, {""year"": 2017, ""revenue"": 434228.77, ""profit"": 411730.05}]","[76, 73, 51]","[4, 17, 92, 86, 68, 57, 20]",[703],"[13508, 19404, 19865]","[3053, 829]"
96,"Hardy, White and Herrera","PSC 4670, Box 7520
APO AE 83556",S.p.A.,171-75-9769,"[{""year"": 2017, ""revenue"": 603241.07, ""profit"": 40075.95}, {""year"": 2023, ""revenue"": 634635.41, ""profit"": 297746.28}, {""year"": 2018, ""revenue"": 668391.96, ""profit"": 267708.94}, {""year"": 2020, ""revenue"": 571449.11, ""profit"": 284538.04}]","[35, 14, 3]","[56, 23, 59, 18, 63]","[68, 734]","[15694, 17386]","[4986, 413]"
97,Perez Ltd,"10530 White Stream
Kristaberg, WI 70217",Onlus,104-85-3956,"[{""year"": 2022, ""revenue"": 362233.34, ""profit"": 8216.92}, {""year"": 2016, ""revenue"": 116390.69, ""profit"": 274387.04}, {""year"": 2023, ""revenue"": 677340.45, ""profit"": 282011.38}]","[58, 53]","[79, 56, 50]",[207],"[15262, 10186, 9552, 11156]","[3481, 1868, 1913]"
98,Carter-Robertson,"71556 Patton Cape
East Robertbury, ND 09587",S.r.l. a socio unico,740-87-2430,"[{""year"": 2017, ""revenue"": 656154.19, ""profit"": 388060.01}]",[64],"[98, 54, 40, 69, 31, 22, 5, 82, 77]",[33],"[5207, 10971, 15197]",[3544]
99,Lopez-Hoffman,"21540 Higgins Trafficway
Edwardsstad, UT 71776",S.n.C.,729-48-2955,"[{""year"": 2015, ""revenue"": 534761.89, ""profit"": 363973.4}, {""year"": 2023, ""revenue"": 904507.97, ""profit"": 200358.44}, {""year"": 2023, ""revenue"": 204713.29, ""profit"": 471417.54}]","[25, 21]","[72, 32, 99, 16, 10]","[572, 321, 242]","[10742, 16790, 15349, 7590, 7109]","[1803, 3828, 2018]"
100,Gates and Sons,"446 Turner Shoal
Brendaburgh, DE 18244",S.n.C.,669-61-4803,"[{""year"": 2016, ""revenue"": 508273.58, ""profit"": 410104.74}]",[82],"[55, 95, 92]",[410],"[4167, 1108, 10337, 10328]","[1705, 2671, 3782]"
101,"Kline, Curtis and Owens","90776 Massey Tunnel
South Maryland, MS 38627",S.a.S.,693-87-4351,"[{""year"": 2020, ""revenue"": 787022.94, ""profit"": 415615.1}, {""year"": 2015, ""revenue"": 216610.13, ""profit"": 243444.9}, {""year"": 2015, ""revenue"": 590886.65, ""profit"": 124394.76}, {""year"": 2021, ""revenue"": 846255.43, ""profit"": 160488.38}, {""year"": 2023, ""revenue"": 882094.15, ""profit"": 117342.18}]","[84, 61, 93]","[89, 80, 24, 60, 25, 55]",[186],"[16269, 14291]","[444, 4784]"
102,"Forbes, Taylor and Miller","66729 Heather Mount
Adrianamouth, GU 38721",Onlus,163-27-0826,"[{""year"": 2019, ""revenue"": 663835.66, ""profit"": 163026.45}, {""year"": 2021, ""revenue"": 575646.95, ""profit"": 306824.54}]","[80, 1, 62]",[7],[870],"[11007, 6856, 8935, 870, 4850]","[4197, 1666, 3489]"
103,Gibson PLC,"01700 Debra Haven
Clarkstad, NV 29612",Cooperative,791-21-3610,"[{""year"": 2019, ""revenue"": 923707.46, ""profit"": 422145.84}, {""year"": 2019, ""revenue"": 363351.76, ""profit"": 376958.07}, {""year"": 2023, ""revenue"": 427186.69, ""profit"": 228281.91}]","[65, 95]","[18, 99, 65, 59, 16, 83, 71, 53, 29]",[658],"[14647, 18068, 17337, 14079]","[1048, 1131]"
104,"Martinez, Garcia and Maxwell","7215 Scott Field
Riverastad, AL 67728",S.p.A.,497-08-7779,"[{""year"": 2023, ""revenue"": 275158.78, ""profit"": 145655.27}, {""year"": 2017, ""revenue"": 889666.87, ""profit"": 63966.53}, {""year"": 2018, ""revenue"": 328159.16, ""profit"": 417507.76}]",[88],"[17, 8, 68, 66, 52, 7, 87, 43]","[513, 406, 130]","[5978, 11170]","[2905, 4314, 526]"
105,Newman-Sullivan,"961 Larry Drives
Kevinview, OR 17460",Onlus,433-58-2619,"[{""year"": 2016, ""revenue"": 81552.3, ""profit"": 445497.55}, {""year"": 2018, ""revenue"": 458515.44, ""profit"": 89428.86}, {""year"": 2017, ""revenue"": 803981.13, ""profit"": 429627.37}]",[11],"[90, 5, 67, 13, 57, 75]",[564],"[12488, 11594, 18914, 14505]","[1178, 4477]"
106,"Reynolds, Novak and Thomas","3316 Turner Roads Apt. 974
Lake Jessicachester, GA 03764",S.p.A.,351-27-9409,"[{""year"": 2020, ""revenue"": 473609.61, ""profit"": 273017.61}, {""year"": 2023, ""revenue"": 139336.84, ""profit"": 300137.79}]","[23, 98, 18]","[28, 77, 22]",[843],"[16993, 16883]","[4259, 1840, 1930]"
107,"Chang, Weber and Larson","45233 Kennedy Green
Susanfort, AK 61021",Onlus,036-26-6460,"[{""year"": 2019, ""revenue"": 32451.18, ""profit"": 427482.93}, {""year"": 2015, ""revenue"": 355664.2, ""profit"": 131415.3}, {""year"": 2017, ""revenue"": 211934.26, ""profit"": 81161.47}, {""year"": 2022, ""revenue"": 748475.71, ""profit"": 98272.93}, {""year"": 2023, ""revenue"": 297320.82, ""profit"": 211564.26}]","[17, 43]","[8, 73, 69, 25, 15, 91, 19, 56, 92]","[539, 477]",[16607],[2565]
108,Schneider-Perkins,"92823 Jones Passage
South Rebeccachester, NV 66152",Cooperative,369-94-0676,"[{""year"": 2020, ""revenue"": 10777.8, ""profit"": 482870.11}, {""year"": 2019, ""revenue"": 699238.72, ""profit"": 97871.55}, {""year"": 2020, ""revenue"": 544569.34, ""profit"": 351733.19}, {""year"": 2022, ""revenue"": 249553.16, ""profit"": 254497.49}]","[46, 53, 62]","[42, 90, 51, 73, 87]",[927],"[13986, 2024, 8247, 17368]","[4737, 1734]"
109,Diaz-Wilson,"5188 Diaz Ports Suite 635
Jacobshire, WI 85762",S.n.C.,293-39-6683,"[{""year"": 2015, ""revenue"": 186781.4, ""profit"": 476778.27}]",[8],"[19, 35, 44, 23, 60, 13, 70, 95, 61, 62]","[726, 114]",[5564],[2603]
110,"Boyd, Fuller and Dixon","PSC 2022, Box 7094
APO AA 62367",Onlus,173-15-5094,"[{""year"": 2021, ""revenue"": 115084.95, ""profit"": 84963.77}, {""year"": 2016, ""revenue"": 849790.58, ""profit"": 294873.62}, {""year"": 2023, ""revenue"": 838044.63, ""profit"": 393558.84}, {""year"": 2022, ""revenue"": 323010.92, ""profit"": 186948.02}, {""year"": 2020, ""revenue"": 944380.91, ""profit"": 377699.0}]","[81, 53]","[90, 62, 71, 85, 73, 81, 48, 77, 74]","[457, 3, 241]","[5127, 8927, 7523]","[3372, 3224]"
111,"Moore, Powell and Williams","4468 Todd Cape
West Jessica, SD 58603",S.r.l. a socio unico,738-51-6163,"[{""year"": 2021, ""revenue"": 702682.16, ""profit"": 146869.87}, {""year"": 2017, ""revenue"": 301915.25, ""profit"": 431897.21}, {""year"": 2015, ""revenue"": 770467.93, ""profit"": 216398.98}, {""year"": 2015, ""revenue"": 770596.47, ""profit"": 325376.5}, {""year"": 2015, ""revenue"": 931946.11, ""profit"": 363393.44}]",[66],"[47, 2, 56, 100, 40, 95, 71, 38]",[823],"[1061, 11667, 14042, 3448, 8785]","[409, 3901, 2514]"
112,"Villarreal, Alvarado and Gaines","7429 Jorge Falls Apt. 569
Byrdfurt, FM 43550",S.r.l. a socio unico,824-48-7487,"[{""year"": 2018, ""revenue"": 543503.84, ""profit"": 311208.66}, {""year"": 2017, ""revenue"": 26439.17, ""profit"": 249217.93}, {""year"": 2016, ""revenue"": 71265.74, ""profit"": 346657.81}]","[90, 40]","[75, 12, 44, 52]","[326, 985]",[10508],[2955]
113,Malone-Woods,"189 White Village Suite 005
Port Jason, NH 48810",Cooperative,448-45-0127,"[{""year"": 2017, ""revenue"": 253514.79, ""profit"": 105216.08}, {""year"": 2018, ""revenue"": 88968.12, ""profit"": 490782.26}, {""year"": 2017, ""revenue"": 867900.65, ""profit"": 9618.46}, {""year"": 2016, ""revenue"": 918278.63, ""profit"": 498592.69}]","[95, 17]","[50, 69, 9, 74, 57, 12, 95, 68, 44]","[595, 827]","[2045, 16325, 3285, 4549]","[1113, 1834]"
114,Cruz Inc,"USNV Jones
FPO AP 23117",S.r.l.,140-25-5824,"[{""year"": 2017, ""revenue"": 828934.83, ""profit"": 419797.99}]","[36, 40, 24]","[68, 63, 20, 61, 24, 41, 50, 14, 89]","[638, 629, 400]","[11936, 11389, 2555]",[4507]
115,Diaz Inc,"367 Danielle Cove Apt. 355
North Brenda, CO 58717",S.r.l. a socio unico,762-58-8466,"[{""year"": 2019, ""revenue"": 48137.19, ""profit"": 188386.95}]","[49, 56]","[34, 48, 35]","[819, 343, 590]","[19543, 5785, 14423, 6926]",[1855]
116,"Chaney, Ramirez and Wright","5427 Buck Oval
East Stacystad, NJ 29556",S.r.l.,102-39-8815,"[{""year"": 2023, ""revenue"": 63530.87, ""profit"": 138101.34}, {""year"": 2022, ""revenue"": 19991.94, ""profit"": 276159.82}, {""year"": 2019, ""revenue"": 850005.05, ""profit"": 446480.7}, {""year"": 2016, ""revenue"": 338465.22, ""profit"": 280522.77}, {""year"": 2023, ""revenue"": 800813.38, ""profit"": 321041.81}]","[83, 71]","[42, 100, 86, 93]","[17, 848, 725]","[10852, 9632]","[1334, 2187, 964]"
117,Pham Ltd,"938 Brown Square
Lake David, AR 20018",S.r.l. a socio unico,673-61-2026,"[{""year"": 2015, ""revenue"": 464296.91, ""profit"": 261403.33}, {""year"": 2021, ""revenue"": 877066.53, ""profit"": 218753.0}, {""year"": 2015, ""revenue"": 153342.84, ""profit"": 45718.99}, {""year"": 2018, ""revenue"": 964269.09, ""profit"": 459691.28}]","[91, 33]","[61, 1, 46, 82, 99, 18]","[519, 437, 695]","[9386, 18679, 2724, 8106]","[438, 2274]"
118,Thomas PLC,"06656 Rebecca Mountain
Kimshire, WA 23871",Cooperative,303-99-7541,"[{""year"": 2019, ""revenue"": 187035.92, ""profit"": 200408.44}, {""year"": 2018, ""revenue"": 544735.67, ""profit"": 219703.74}]","[98, 58]","[43, 2, 19, 74, 46, 29, 47, 36]",[648],"[9716, 13108, 7299, 15213, 1731]",[2102]
119,"Ortega, Stevens and Perez","6129 Valentine Throughway Apt. 346
Katelynburgh, NH 83347",S.p.A.,267-39-8542,"[{""year"": 2017, ""revenue"": 824813.77, ""profit"": 195255.18}, {""year"": 2020, ""revenue"": 23888.65, ""profit"": 377869.27}]","[89, 58, 18]","[28, 87, 80, 24, 91, 79]",[983],"[14570, 2076]",[1587]
120,Walker Inc,"066 Joel Plain
West Jasmineview, KY 92365",S.p.A.,125-79-4800,"[{""year"": 2016, ""revenue"": 551583.89, ""profit"": 412226.18}, {""year"": 2015, ""revenue"": 914841.51, ""profit"": 389102.54}]",[26],"[97, 6, 95, 24, 56]","[366, 17]","[11265, 17651, 1971, 10714, 12030]","[4695, 3152, 1999]"
121,Williams-Mccoy,"130 Boyd Crossing
West Meganmouth, PA 70325",S.p.A.,603-54-4598,"[{""year"": 2019, ""revenue"": 263794.86, ""profit"": 496496.23}, {""year"": 2020, ""revenue"": 563606.0, ""profit"": 442405.72}, {""year"": 2015, ""revenue"": 527476.47, ""profit"": 16719.56}]",[74],"[25, 95, 48, 14, 85, 11]",[782],"[757, 9198, 4336, 18785, 6980]",[3256]
122,"Thompson, Romero and Smith","3115 Katherine Gardens Apt. 682
West Jennaland, VT 60245",S.n.C.,362-01-1331,"[{""year"": 2015, ""revenue"": 662885.94, ""profit"": 393115.85}, {""year"": 2019, ""revenue"": 727641.24, ""profit"": 420363.32}, {""year"": 2015, ""revenue"": 839670.53, ""profit"": 278213.06}, {""year"": 2022, ""revenue"": 20795.7, ""profit"": 429287.67}, {""year"": 2020, ""revenue"": 359062.59, ""profit"": 270172.03}]",[100],"[60, 43, 56, 28, 47, 40, 66, 27, 14, 33]","[671, 53, 489]",[6625],"[4782, 329]"
