id,name,address,legal_form,registration_details,financial_data,administrators,shareholders,ubo,transactions,kyc_aml_checks
64,Rojas LLC,"29292 Pamela Locks
South Jenniferfort, OK 53383",S.r.l. a socio unico,433-50-5435,"[{""year"": 2018, ""revenue"": 95280.87, ""profit"": 183132.55}, {""year"": 2019, ""revenue"": 396099.09, ""profit"": 141845.31}, {""year"": 2023, ""revenue"": 147612.02, ""profit"": 445981.58}, {""year"": 2017, ""revenue"": 764435.51, ""profit"": 311316.97}]","[98, 34, 39]","[78, 47, 37, 16]","[864, 67, 719]",[14715],"[4514, 3978]"
65,Taylor-Brown,"5728 Sarah Circle
North Dustin, MT 82069",Onlus,500-02-1965,"[{""year"": 2022, ""revenue"": 235179.6, ""profit"": 82580.36}, {""year"": 2018, ""revenue"": 697280.99, ""profit"": 9009.09}, {""year"": 2022, ""revenue"": 368528.12, ""profit"": 400099.91}]","[92, 27]","[92, 69, 11, 29, 17, 73, 57, 94]","[673, 195, 385]",[17289],[3738]
66,Andrade and Sons,"325 Kelly Lodge Suite 913
East Tonyaberg, UT 48844",Onlus,110-02-3009,"[{""year"": 2022, ""revenue"": 308571.12, ""profit"": 316587.64}, {""year"": 2015, ""revenue"": 288355.57, ""profit"": 326135.26}]","[15, 99, 89]","[77, 57, 90, 48, 45]",[624],"[17893, 15603, 8853, 15994, 16967]",[3455]
67,Smith-Lara,"19291 Rebecca Station
Kendrafort, ME 96619",Cooperative,677-56-4206,"[{""year"": 2021, ""revenue"": 286140.76, ""profit"": 142558.84}, {""year"": 2021, ""revenue"": 969230.73, ""profit"": 52661.81}]","[36, 92, 14]","[84, 54, 98, 5, 31, 59, 40, 94]","[629, 167, 52]","[15771, 10407]","[4161, 4164, 455]"
68,Raymond Ltd,"144 Foster Fields Apt. 486
Michaelhaven, MS 35673",Cooperative,545-65-2324,"[{""year"": 2018, ""revenue"": 654585.92, ""profit"": 162277.83}, {""year"": 2016, ""revenue"": 747942.82, ""profit"": 196953.64}, {""year"": 2019, ""revenue"": 296848.86, ""profit"": 409098.3}, {""year"": 2017, ""revenue"": 734642.79, ""profit"": 471970.5}, {""year"": 2022, ""revenue"": 112618.27, ""profit"": 293549.89}]",[6],[39],"[596, 677, 74]",[15555],"[4579, 1707]"
69,"Watkins, Carr and Brown","Unit 3010 Box 8235
DPO AE 48958",S.r.l. a socio unico,044-74-4878,"[{""year"": 2015, ""revenue"": 866695.56, ""profit"": 196643.73}, {""year"": 2016, ""revenue"": 849218.83, ""profit"": 392072.73}]","[58, 4, 87]","[26, 89, 38, 7, 72, 33, 44]","[586, 182]","[6543, 15004]","[692, 1641]"
70,"Rodriguez, Johnson and Massey","91778 David Ville
West Belindamouth, WY 76090",S.a.S.,318-43-5592,"[{""year"": 2021, ""revenue"": 135763.15, ""profit"": 89477.25}, {""year"": 2015, ""revenue"": 428252.04, ""profit"": 285526.88}]","[18, 54, 62]","[20, 13, 48, 74, 5, 26, 75]",[441],"[775, 11565]","[3005, 4303]"
71,Burton-Waters,"4616 Burns Ports Suite 001
South Jasmineland, KS 99399",S.a.S.,355-40-4165,"[{""year"": 2022, ""revenue"": 590645.02, ""profit"": 228869.47}, {""year"": 2019, ""revenue"": 248061.32, ""profit"": 421699.38}, {""year"": 2019, ""revenue"": 290865.19, ""profit"": 325469.5}, {""year"": 2015, ""revenue"": 467572.7, ""profit"": 329004.36}, {""year"": 2015, ""revenue"": 569524.28, ""profit"": 339199.31}]","[36, 96]","[28, 96]","[209, 961]","[17001, 19741]","[1560, 2478]"
72,Rogers and Sons,"486 David Stream Suite 217
Lake Linda, WI 82267",S.p.A.,222-56-9788,"[{""year"": 2023, ""revenue"": 573167.7, ""profit"": 453561.5}, {""year"": 2015, ""revenue"": 684706.31, ""profit"": 226449.3}, {""year"": 2020, ""revenue"": 969606.25, ""profit"": 80134.39}, {""year"": 2018, ""revenue"": 959969.08, ""profit"": 150366.42}, {""year"": 2017, ""revenue"": 746831.8, ""profit"": 347944.03}]",[3],"[74, 27, 85, 69, 53, 54, 96]","[798, 20, 176]","[18635, 13512]","[174, 2509, 516]"
73,"Ball, Lyons and Roman","82673 King Light Suite 919
Charlesmouth, MN 10396",S.p.A.,537-76-2789,"[{""year"": 2015, ""revenue"": 388787.32, ""profit"": 216662.86}, {""year"": 2022, ""revenue"": 772353.24, ""profit"": 476810.82}, {""year"": 2015, ""revenue"": 719604.78, ""profit"": 366723.93}, {""year"": 2017, ""revenue"": 869379.44, ""profit"": 69203.08}]",[91],"[62, 66, 29]",[533],[14114],"[1610, 1959, 1038]"
74,"Thomas, Ellis and Henderson","1461 Lee Lodge Suite 718
West Danieltown, IL 39714",Cooperative,331-67-1128,"[{""year"": 2022, ""revenue"": 120159.48, ""profit"": 3649.98}, {""year"": 2015, ""revenue"": 918175.74, ""profit"": 303442.07}]","[75, 98, 30]","[88, 54, 73, 78, 39, 49, 87, 56, 33]",[702],"[2960, 16387]","[4882, 3938]"
75,Taylor-Rodriguez,"77975 Freeman Throughway
Markberg, OR 74177",Onlus,747-48-4298,"[{""year"": 2017, ""revenue"": 35977.72, ""profit"": 480582.93}, {""year"": 2021, ""revenue"": 473354.82, ""profit"": 473224.07}, {""year"": 2020, ""revenue"": 563376.19, ""profit"": 170149.74}, {""year"": 2018, ""revenue"": 990794.42, ""profit"": 413090.21}, {""year"": 2023, ""revenue"": 864381.79, ""profit"": 193613.65}]","[81, 85, 13]","[8, 25, 22, 87, 90, 74, 93, 47, 30, 32]","[2, 413]",[4232],"[3392, 4716]"
76,"Hunter, Turner and Spencer","66860 John Coves
Williamsview, AR 38257",Cooperative,829-02-2323,"[{""year"": 2021, ""revenue"": 447654.95, ""profit"": 32386.77}]","[44, 99]",[98],"[112, 80, 111]","[14699, 14263, 1910, 4398, 19975]",[1030]
77,"Johnston, Keller and Thomas","54143 Amanda Meadows
Loganshire, UT 75349",S.p.A.,711-96-1073,"[{""year"": 2023, ""revenue"": 205413.63, ""profit"": 304080.76}, {""year"": 2020, ""revenue"": 544758.71, ""profit"": 189549.22}, {""year"": 2020, ""revenue"": 954485.05, ""profit"": 247552.92}]",[21],"[29, 17, 22, 80, 89, 38]",[455],"[18230, 17358]",[4607]
78,Smith-Beasley,"018 Boone Creek Apt. 789
South Jeffrey, UT 72302",Onlus,490-41-0766,"[{""year"": 2021, ""revenue"": 550301.35, ""profit"": 212939.85}, {""year"": 2015, ""revenue"": 669809.65, ""profit"": 231066.56}, {""year"": 2023, ""revenue"": 829571.59, ""profit"": 414208.92}, {""year"": 2016, ""revenue"": 112849.75, ""profit"": 285820.71}, {""year"": 2022, ""revenue"": 94459.26, ""profit"": 169704.3}]","[15, 26, 25]",[8],"[110, 553, 559]","[18507, 4471, 13895, 7828]",[2064]
79,Hernandez Ltd,"31397 Werner Oval
West Joseview, PR 97387",S.r.l. a socio unico,751-95-6586,"[{""year"": 2015, ""revenue"": 508939.06, ""profit"": 221928.47}, {""year"": 2019, ""revenue"": 290704.58, ""profit"": 496539.93}, {""year"": 2022, ""revenue"": 132348.54, ""profit"": 220624.16}, {""year"": 2018, ""revenue"": 476672.44, ""profit"": 255599.85}]",[58],"[63, 27, 76, 87]",[261],"[16070, 5932, 2675, 6716, 11762]","[1099, 1256, 438]"
80,Gray PLC,"74214 Jordan Island
New Teresaberg, OR 64977",S.n.C.,548-51-6539,"[{""year"": 2015, ""revenue"": 345047.85, ""profit"": 259573.81}, {""year"": 2018, ""revenue"": 547109.88, ""profit"": 186181.06}, {""year"": 2016, ""revenue"": 937850.08, ""profit"": 474689.41}, {""year"": 2021, ""revenue"": 606722.26, ""profit"": 79617.64}]","[11, 41, 78]","[64, 21, 67, 2, 95, 20, 79, 81, 74, 29]","[674, 31, 594]","[1984, 8404, 12973, 18140]",[2187]
81,"Taylor, Walker and Thomas","045 Moreno Ridges Apt. 585
Gravesport, MS 70037",S.n.C.,070-81-3921,"[{""year"": 2020, ""revenue"": 790966.53, ""profit"": 10611.35}, {""year"": 2020, ""revenue"": 338519.01, ""profit"": 173502.49}, {""year"": 2022, ""revenue"": 871354.1, ""profit"": 365074.91}]",[40],"[86, 66, 62, 33, 100, 97]","[69, 418]","[3538, 1209]","[3503, 798]"
82,Oconnor-Porter,"76513 James Harbors Apt. 530
Katiehaven, WV 03628",S.p.A.,596-66-9905,"[{""year"": 2023, ""revenue"": 409811.28, ""profit"": 394631.98}, {""year"": 2017, ""revenue"": 443108.92, ""profit"": 400153.42}, {""year"": 2023, ""revenue"": 780287.64, ""profit"": 85436.78}, {""year"": 2022, ""revenue"": 677001.29, ""profit"": 290605.21}, {""year"": 2016, ""revenue"": 967084.9, ""profit"": 173892.93}]","[76, 47, 41]","[72, 87, 20, 66, 14]","[805, 481]","[2367, 17756]",[4187]
83,"Reynolds, Simpson and Zimmerman","3848 Hicks Unions Apt. 068
West Grantton, AK 46660",Onlus,302-64-3553,"[{""year"": 2016, ""revenue"": 27997.83, ""profit"": 338005.15}, {""year"": 2016, ""revenue"": 680279.82, ""profit"": 221738.74}, {""year"": 2019, ""revenue"": 802638.9, ""profit"": 35192.99}, {""year"": 2017, ""revenue"": 63092.4, ""profit"": 274372.67}, {""year"": 2021, ""revenue"": 773059.62, ""profit"": 156178.2}]","[77, 30]","[59, 32, 40, 27, 72, 20]","[641, 809, 266]","[7725, 18319]","[180, 4137]"
84,"Gibbs, Page and Lopez","83083 Edwards Island
South Dawnport, IA 94554",S.a.S.,664-14-2047,"[{""year"": 2021, ""revenue"": 73124.53, ""profit"": 405769.85}, {""year"": 2017, ""revenue"": 350254.27, ""profit"": 307211.49}]",[27],"[33, 20, 5, 22, 23, 27]",[974],"[2230, 17927, 17758, 16219, 5548]","[2109, 4603]"
85,Boyd-Garcia,"48960 Samuel Tunnel Apt. 439
East Timothy, MA 15256",Onlus,598-12-6189,"[{""year"": 2023, ""revenue"": 178527.22, ""profit"": 116329.59}, {""year"": 2021, ""revenue"": 384282.55, ""profit"": 44665.33}, {""year"": 2023, ""revenue"": 185719.67, ""profit"": 164101.41}, {""year"": 2017, ""revenue"": 157832.59, ""profit"": 474914.59}]",[91],[36],[989],"[22, 3698, 18402]","[2097, 4479]"
86,Shepherd-Flowers,"24895 Daniel Vista
Lake Amberborough, GA 05786",S.a.S.,444-53-3284,"[{""year"": 2017, ""revenue"": 355422.45, ""profit"": 411788.52}, {""year"": 2017, ""revenue"": 796290.85, ""profit"": 147576.83}, {""year"": 2018, ""revenue"": 839045.04, ""profit"": 400660.86}, {""year"": 2017, ""revenue"": 591369.89, ""profit"": 451309.52}]","[99, 96, 93]","[62, 39, 4, 61, 82]","[4, 539]","[3320, 2199]",[4478]
87,Cook Group,"PSC 8416, Box 1374
APO AP 46345",S.p.A.,536-37-3763,"[{""year"": 2018, ""revenue"": 780886.6, ""profit"": 351589.21}, {""year"": 2018, ""revenue"": 960350.0, ""profit"": 17889.15}, {""year"": 2019, ""revenue"": 752756.01, ""profit"": 354669.2}, {""year"": 2022, ""revenue"": 404190.78, ""profit"": 15194.2}]","[91, 77]","[2, 50, 38, 13]","[877, 396]",[3276],"[3496, 170]"
88,Bailey Ltd,"41780 Ryan Oval
Port Christinetown, MH 66003",S.p.A.,375-16-9027,"[{""year"": 2021, ""revenue"": 256382.76, ""profit"": 469515.39}, {""year"": 2019, ""revenue"": 576242.3, ""profit"": 32789.27}, {""year"": 2023, ""revenue"": 959366.94, ""profit"": 287603.08}, {""year"": 2022, ""revenue"": 570907.17, ""profit"": 151096.27}]","[22, 6, 59]","[27, 24, 14, 12, 39, 44, 67]","[58, 737, 865]","[19891, 12970, 14620]","[3910, 3042, 196]"
89,Ward-Smith,"111 Tina Run
New Cheryl, TX 19415",S.p.A.,734-03-2396,"[{""year"": 2016, ""revenue"": 975660.72, ""profit"": 153086.76}]","[3, 77, 92]","[3, 65, 34, 91]","[732, 631, 854]","[13560, 6486, 18497, 9317]","[282, 1351, 65]"
90,Mcclure-Perkins,"43119 William Summit Suite 288
New Sarafurt, VA 21649",Cooperative,352-17-0763,"[{""year"": 2017, ""revenue"": 358756.75, ""profit"": 324055.23}, {""year"": 2021, ""revenue"": 571732.97, ""profit"": 159878.04}, {""year"": 2021, ""revenue"": 920223.59, ""profit"": 465639.86}, {""year"": 2020, ""revenue"": 464944.67, ""profit"": 365479.69}]","[23, 46]","[69, 57, 12, 90]","[968, 645]","[15680, 1970]",[288]
91,Wilkins-Herrera,"21278 Lisa Trail
Russellside, OK 92479",S.r.l.,692-96-8153,"[{""year"": 2019, ""revenue"": 245907.32, ""profit"": 120969.53}, {""year"": 2018, ""revenue"": 937711.98, ""profit"": 192509.26}, {""year"": 2018, ""revenue"": 871588.7, ""profit"": 52247.48}]","[65, 49]","[1, 10, 35, 43, 46, 31, 33, 24]","[968, 819]","[12583, 19074]",[2048]
92,Brown-Pearson,"6984 Chase Rue
Whitefort, VI 37040",S.r.l.,428-99-4492,"[{""year"": 2017, ""revenue"": 558728.23, ""profit"": 270739.39}, {""year"": 2021, ""revenue"": 145070.74, ""profit"": 354371.45}, {""year"": 2015, ""revenue"": 668870.11, ""profit"": 329284.03}, {""year"": 2023, ""revenue"": 188993.9, ""profit"": 371102.48}, {""year"": 2019, ""revenue"": 902847.12, ""profit"": 44842.44}]",[78],"[6, 20, 22, 94, 82, 89, 1]","[499, 302, 816]","[19571, 12271, 6350, 12636, 15824]","[2361, 3358]"
93,Daniels Ltd,"5099 Waller Stream
West Tabithaburgh, RI 87222",Cooperative,724-63-7918,"[{""year"": 2017, ""revenue"": 769894.34, ""profit"": 288960.82}, {""year"": 2022, ""revenue"": 723266.05, ""profit"": 368271.73}, {""year"": 2021, ""revenue"": 97931.4, ""profit"": 136135.86}, {""year"": 2019, ""revenue"": 160085.69, ""profit"": 30231.97}]",[63],"[90, 5, 26]","[91, 987]","[18787, 2999]","[3758, 3135]"
94,"Thomas, Sosa and Gonzales","4753 Charles Freeway
Johnsonport, VI 92426",S.r.l.,845-50-2211,"[{""year"": 2016, ""revenue"": 977707.31, ""profit"": 428086.91}, {""year"": 2019, ""revenue"": 546185.63, ""profit"": 401034.31}]","[93, 72]","[10, 73]","[673, 104, 586]","[13336, 10698, 3393]","[2217, 4059, 2147]"
95,"Lewis, Lopez and Dominguez","866 Stanton Ways
East Daryl, GU 01266",Onlus,649-63-1979,"[{""year"": 2022, ""revenue"": 35980.67, ""profit"": 476866.01}, {""year"": 2023, ""revenue"": 895302.77, ""profit"": 478313.37}, {""year"": 2018, ""revenue"": 902025.42, ""profit"": 337731.25}]","[12, 69, 47]",[84],[806],"[8718, 3990, 10257]","[3676, 1950]"
96,"Baker, Watson and Mitchell","Unit 0863 Box 1379
DPO AE 96855",Cooperative,047-18-6518,"[{""year"": 2020, ""revenue"": 789007.17, ""profit"": 449330.39}, {""year"": 2021, ""revenue"": 486517.79, ""profit"": 493031.91}, {""year"": 2017, ""revenue"": 599841.6, ""profit"": 201881.06}]","[36, 27, 85]","[72, 30, 58, 43]","[657, 472]","[13014, 19318, 19317]",[4134]
97,"Armstrong, Fletcher and Woodard","8009 Richard Curve
Gutierrezville, GU 87111",S.r.l. a socio unico,268-14-5829,"[{""year"": 2021, ""revenue"": 570497.37, ""profit"": 428711.66}, {""year"": 2022, ""revenue"": 867616.55, ""profit"": 461397.81}]",[84],"[88, 44, 16, 54, 59, 12, 14]",[704],"[1030, 5168, 3469, 7581]",[3249]
98,"Giles, Leach and Harvey","744 Erin Pines Apt. 035
West Richardtown, AZ 85611",S.r.l. a socio unico,273-41-2845,"[{""year"": 2017, ""revenue"": 831543.23, ""profit"": 167508.77}, {""year"": 2017, ""revenue"": 330850.77, ""profit"": 9725.79}]","[22, 18, 39]","[52, 9, 57, 56, 29]",[560],"[12381, 14865, 619, 8462, 7073]","[2004, 2240, 2471]"
99,Phelps PLC,"USNV Clark
FPO AP 53345",Onlus,080-43-5303,"[{""year"": 2022, ""revenue"": 733982.57, ""profit"": 238463.91}, {""year"": 2019, ""revenue"": 173887.9, ""profit"": 419645.68}, {""year"": 2017, ""revenue"": 474307.94, ""profit"": 155637.04}]","[80, 8]","[30, 13, 58, 12, 6, 5, 49, 90, 20]",[909],"[8086, 4570, 12672, 2586, 12779]","[1288, 2040, 2236]"
100,Graham-Mullins,"9526 Lori Corner
West Edwardberg, TN 96391",Cooperative,186-81-6416,"[{""year"": 2015, ""revenue"": 279771.13, ""profit"": 180421.82}, {""year"": 2018, ""revenue"": 872822.84, ""profit"": 351512.38}, {""year"": 2021, ""revenue"": 673313.54, ""profit"": 372786.79}, {""year"": 2017, ""revenue"": 539420.38, ""profit"": 221226.12}]",[68],[97],[469],"[13602, 2597, 10835, 4737]",[1949]
101,Hammond-Clements,"146 Christopher Place
North Jasmine, MH 03238",S.r.l.,541-92-7577,"[{""year"": 2016, ""revenue"": 584198.54, ""profit"": 208023.05}, {""year"": 2023, ""revenue"": 947267.39, ""profit"": 77580.63}, {""year"": 2020, ""revenue"": 781314.58, ""profit"": 14863.69}, {""year"": 2019, ""revenue"": 809412.2, ""profit"": 246332.96}, {""year"": 2019, ""revenue"": 957860.27, ""profit"": 239863.06}]","[30, 83]",[47],"[781, 995]","[2689, 2791]","[482, 2348]"
102,"Contreras, Wallace and Taylor","87255 Allison Plains Suite 889
Guzmanfurt, NH 94979",S.r.l. a socio unico,378-29-3494,"[{""year"": 2016, ""revenue"": 557919.18, ""profit"": 8624.81}, {""year"": 2019, ""revenue"": 609095.44, ""profit"": 210511.42}]","[75, 72]","[96, 83, 68, 93, 72, 55, 19, 57, 13, 45]","[275, 710]",[12259],[1324]
103,"Freeman, Rose and Hubbard","0153 Nunez Summit
New Ashleyville, GA 25409",S.r.l.,312-29-8811,"[{""year"": 2015, ""revenue"": 226425.14, ""profit"": 494478.07}, {""year"": 2015, ""revenue"": 629741.99, ""profit"": 18752.04}, {""year"": 2021, ""revenue"": 244399.16, ""profit"": 13790.85}]","[35, 11]","[61, 55, 5, 75, 88, 65]","[579, 203]",[9105],"[2111, 588]"
104,Myers-Chapman,"1828 Kevin Spring Apt. 624
Port Alexisville, FM 08622",Onlus,015-11-3521,"[{""year"": 2015, ""revenue"": 739924.31, ""profit"": 400451.2}, {""year"": 2017, ""revenue"": 11539.13, ""profit"": 114571.36}, {""year"": 2020, ""revenue"": 704098.19, ""profit"": 308837.67}, {""year"": 2021, ""revenue"": 60219.2, ""profit"": 154097.66}]","[71, 40]",[81],"[533, 920]","[11505, 17456, 15739, 4736]",[2131]
105,Edwards PLC,"0602 Hernandez Grove
Caseychester, SC 42493",Onlus,342-40-3207,"[{""year"": 2020, ""revenue"": 552895.14, ""profit"": 129888.89}, {""year"": 2023, ""revenue"": 209707.6, ""profit"": 409911.57}, {""year"": 2022, ""revenue"": 689529.39, ""profit"": 188648.72}]",[27],"[37, 8, 66, 58, 70]","[329, 207]","[19454, 10335, 17314, 805]","[4833, 904, 4921]"
106,"Roberts, Miller and Bennett","84757 Cooper Greens Apt. 451
Romeroshire, MI 08911",S.r.l. a socio unico,648-29-4849,"[{""year"": 2016, ""revenue"": 64500.53, ""profit"": 304983.58}, {""year"": 2020, ""revenue"": 292272.77, ""profit"": 215634.84}]","[85, 54]","[85, 46, 15, 34, 39, 67, 13]","[275, 475]",[14672],[3560]
107,"Cruz, Smith and Cruz","7545 Arnold Ports Suite 739
Courtneyshire, MA 74918",S.r.l.,185-53-9972,"[{""year"": 2020, ""revenue"": 938218.02, ""profit"": 251660.28}]",[6],"[5, 85, 76, 23]","[827, 796, 442]","[7289, 13755]","[2009, 1762, 3404]"
108,Sheppard-Wagner,"7382 Nelson Trail Apt. 767
North Masonville, WA 56275",Onlus,280-27-9583,"[{""year"": 2018, ""revenue"": 694041.43, ""profit"": 382705.74}, {""year"": 2022, ""revenue"": 212643.46, ""profit"": 471263.47}]","[58, 39]","[6, 66]","[927, 911]","[270, 9298, 16699, 1991]","[2173, 2956, 4348]"
109,"Lee, Lopez and Alexander","87087 Willie Run
Payneborough, VI 59798",S.r.l.,446-34-1203,"[{""year"": 2017, ""revenue"": 528601.53, ""profit"": 369820.82}, {""year"": 2015, ""revenue"": 539295.92, ""profit"": 22600.41}, {""year"": 2019, ""revenue"": 619635.69, ""profit"": 136269.39}, {""year"": 2016, ""revenue"": 293379.84, ""profit"": 425520.44}, {""year"": 2023, ""revenue"": 512274.66, ""profit"": 267378.85}]","[36, 55]","[96, 64, 60, 18, 72, 6, 7]","[337, 978]","[16907, 7511, 11329, 17486]","[2757, 447, 352]"
110,Hoffman Ltd,"4507 Billy Wells Apt. 851
Jessemouth, ND 68229",Onlus,738-76-1065,"[{""year"": 2021, ""revenue"": 199181.42, ""profit"": 333057.94}]","[79, 67, 77]","[57, 43, 31]",[850],"[9078, 371, 2951]","[772, 3551, 836]"
111,"Cline, Brown and Harrison","05948 Perez Creek
East Debramouth, IL 34125",S.n.C.,685-91-5928,"[{""year"": 2020, ""revenue"": 150068.53, ""profit"": 71577.59}, {""year"": 2019, ""revenue"": 183184.98, ""profit"": 121860.38}]","[42, 48, 16]","[58, 10, 59, 76, 20, 1, 96, 77, 93]","[152, 722, 921]","[2103, 18829, 496, 1348]",[3066]
112,Hester Inc,"0422 Jessica Heights Suite 373
New Brandi, WV 34317",S.a.S.,645-83-5924,"[{""year"": 2017, ""revenue"": 627471.33, ""profit"": 316816.27}, {""year"": 2016, ""revenue"": 345634.25, ""profit"": 373575.97}, {""year"": 2017, ""revenue"": 78174.57, ""profit"": 215941.5}, {""year"": 2017, ""revenue"": 445214.02, ""profit"": 5555.35}]",[26],"[85, 45]","[164, 605, 538]","[5546, 7424, 191, 19363, 10111]",[4083]
113,Green-Choi,"93863 Nicole Oval Apt. 531
Morganfurt, WA 61819",S.r.l.,299-82-9000,"[{""year"": 2019, ""revenue"": 498116.75, ""profit"": 134860.08}, {""year"": 2019, ""revenue"": 444912.86, ""profit"": 59178.59}, {""year"": 2016, ""revenue"": 160671.86, ""profit"": 473804.86}, {""year"": 2021, ""revenue"": 104804.42, ""profit"": 133514.94}]",[50],[94],"[593, 748, 894]","[7400, 3976]","[1380, 1936, 395]"
114,Guzman PLC,"132 Tyler Falls
East Brian, RI 06897",Cooperative,426-57-1131,"[{""year"": 2021, ""revenue"": 311171.51, ""profit"": 107651.17}, {""year"": 2023, ""revenue"": 10651.37, ""profit"": 266938.82}, {""year"": 2018, ""revenue"": 87036.11, ""profit"": 5372.92}, {""year"": 2016, ""revenue"": 409860.46, ""profit"": 192442.59}]","[20, 77]","[89, 14, 3, 49, 9]","[126, 89]","[12438, 14387, 5688, 14394, 13376]","[3929, 4003, 1079]"
115,"Barr, Hardy and Carter","59036 Fisher Rue
Ramirezside, OR 74753",Onlus,546-26-1613,"[{""year"": 2016, ""revenue"": 19370.61, ""profit"": 285082.48}, {""year"": 2023, ""revenue"": 877855.78, ""profit"": 307864.1}, {""year"": 2023, ""revenue"": 896563.59, ""profit"": 402565.4}]","[24, 88]",[66],"[305, 38]","[6089, 13187, 12523, 3390]","[2541, 4056, 1470]"
116,"Reed, White and Harrison","61642 Rice Trace
West Susanborough, SC 95345",S.n.C.,290-76-3064,"[{""year"": 2015, ""revenue"": 144450.12, ""profit"": 98417.26}, {""year"": 2016, ""revenue"": 894172.23, ""profit"": 183209.98}, {""year"": 2016, ""revenue"": 318164.1, ""profit"": 293961.31}]","[98, 38, 14]","[93, 56, 83, 84, 35, 55, 3, 33]","[105, 86]","[12601, 13152, 17601, 18077]","[465, 78]"
117,"Pope, Nguyen and Gonzales","9948 Stewart Creek
Lindseyhaven, PA 64237",S.a.S.,373-01-7483,"[{""year"": 2020, ""revenue"": 874376.93, ""profit"": 329274.66}, {""year"": 2015, ""revenue"": 535850.9, ""profit"": 16868.19}, {""year"": 2015, ""revenue"": 518230.73, ""profit"": 2137.9}, {""year"": 2020, ""revenue"": 387142.26, ""profit"": 352126.99}]","[98, 35]","[62, 23, 32, 97, 30, 79, 56, 3, 93, 21]",[534],[12107],"[4329, 4085, 754]"
118,Mullins Ltd,"7789 Ball Plaza Apt. 317
Cooleybury, IN 16767",S.p.A.,315-01-0257,"[{""year"": 2019, ""revenue"": 526380.8, ""profit"": 115227.96}, {""year"": 2018, ""revenue"": 652299.41, ""profit"": 205609.92}]","[48, 25, 66]","[22, 10]",[827],"[11336, 3242]","[2369, 1565]"
119,Thomas-Coleman,"6542 Jacob Hill Apt. 839
Olivershire, NH 67538",S.r.l.,763-82-0188,"[{""year"": 2023, ""revenue"": 10189.11, ""profit"": 196334.88}]","[79, 35]",[92],"[882, 95]","[7174, 15816, 18758, 18931, 16859]",[3889]
